cliente_id,tipo_documento,numero_documento,nombres,apellido_paterno,apellido_materno,fecha_nacimiento,edad,genero,estado_civil,nivel_educacion,ocupacion,sector_economico,ciudad_residencia,departamento_residencia,region_residencia,ingresos_mensuales,egresos_mensuales,patrimonio_estimado,score_crediticio,segmento_cliente,canal_captacion,antiguedad_cliente_meses,fecha_registro,sucursal_id,estado_cliente
3499,DNI,74816743,Iván,Díaz,Quispe,1991-11-29,33,MASCULINO,Soltero,Universitario,Empresario,Construcción,Cusco,Cusco,Sur,4571.08,2044.52,50954.3,416,Regular,Agencia,107,2016-03-12,16,Activo
3500,DNI,41647560,David,Laime,Álvarez,1981-05-24,43,M,Viudo,Universitario,Empleado Privado,Servicios,Chimbote,Ancash,Centro,5354.47,2543.18,181455.42,502,Regular,Agencia,27,28-09-2022,21,Activo
3501,DNI,82097886,Miguel,Herrera,Quispe,1964/03/07,60,M,Conviviente,Postgrado,Empleado Público,Manufactura,Huancayo,Junín,Centro,4088.45,2420.3,193321.22,580,Regular,Referido,47,13-02-2021,18,Inactivo
3502,DNI,73259896,Silvia,Gómez,Flores,1982-11-11,42,F,Soltero,Universitario,Empleado Privado,Manufactura,Piura,Piura,Norte,2880.56,1688.25,129534.59,530,Regular,Telemarketing,138,16-08-2013,14,Activo
3503,DNI,19409451,Iván,Herrera,Condori,1987/03/06,37,M,Casado,Universitario,Empleado Privado,Servicios,Wanchaq,Cusco,Sur,1069.14,495.31,17014.44,504,Regular,Digital,12,2021-12-26,17,Activo
3504,DNI,7682637,AleJanDro,Ortiz,  laime,28-07-1996,28,M,Soltero,Universitario,Empleado Privado,Educación,Chiclayo,Lambayeque,Norte,1573.88,723.88,88675.25,465,Regular,Digital,33,18-03-2022,13,Activo
3505,DNI,56654643,José,Ortiz,Álvarez,1984-07-08,40,M,Casado,Universitario,Independiente,Finanzas,Cusco,Cusco,Sur,854.71,546.92,9811.06,490,Regular,Digital,38,2021-11-08,16,Activo
3506,DNI,61247130,Manuel,Romero,García,1972/01/14,54,M,Casado,Secundaria,Empleado Privado,Agricultura,Tarapoto,San Martín,Oriente,1755.24,897.0,19454.19,572,Regular,Referido,93,2017/04/21,23,Inactivo
3507,DNI,2114091,Carmen, Pérez ,Romero,30/12/2001,23,F,Soltero,Universitario,Empleado Público,Servicios,Wanchaq,Cusco,Sur,4213.31,2359.59,103336.68,460,Regular,Digital,156,2012-03-06,17,Inactivo
3508,DNI,36193288,Claudia,Quispe,García,15-08-1981,43,F,Viudo,Universitario,Independiente,Salud,Yanahuara,Arequipa,Sur,850.0,-463.74,20919.0,482,Regular,Agencia,48,2021-01-06,8,Activo
3509,CE,975254217,Iván,Mamani,Jiménez,1980/02/09,44,M,Soltero,Universitario,Empleado Privado,Servicios,Pisco,Ica,Sur,2769.56,1288.15,85178.72,460,Regular,Digital,174,2010/09/01,20,Activo
3510,DNI,59053754,Diana,Castillo,Laime,29-03-1994,30,F,Casado,Secundaria,Pensionista,Finanzas,Trujillo,La Libertad,Norte,1497.25,978.39,41409.34,469,REGULAR,Digital,178,2010/05/01,10,Activo
3511,DNI,5947137,Diana,Ortiz,Torres,1965/01/10,60,F,Soltero,Secundaria,Empleado Privado,Educación,Sullana,PiuRa  ,Norte,2487.62,1385.01,114791.7,491,Regular,Referido,165,2011-06-08,15,Activo
3512,DNI,31254970,Daniela,Condori,González,15-02-1973,51,F,Casado,Secundaria,Empleado Público,Finanzas,Arequipa,Arequipa,Sur,1177.63,736.29,53340.73,452,Regular,Digital,149,27-09-2012,7,Activo
3513,DNI,98504788,Juan,López,Flores,1969-04-17,55,M,Soltero,Técnico,Empleado Público,Educación,San Juan de Lurigancho,Lima,Lima y Callao,1450.48,667.25,18802.72,425,Regular,Referido,117,16-05-2015,1,Activo
3514,DNI,40647088,Ángela,Rivera,Ramos,22-12-1957,69,F,Casado,Técnico,Empresario,Agricultura,Sullana,Piura,Norte,2899.66,1239.94,143054.5,545,Regular,Digital,34,18-09-2021,15,Activo
3515,DNI,20500094,Paola,Díaz,RoDrÍgUeZ,1982-10-26,42,F,Casado,,Empleado Público,Finanzas,Cusco,Cusco,Sur,850.0,571.68,35179.46,489,Regular,Digital,151,29/07/2012,16,Activo
3516,Pasaporte,943472969,Valeria,Gutiérrez,Jiménez,31-08-1977,47,F,Casado,Tecnico,Independiente,Servicios,Piura,Piura,Norte,3101.63,1364.07,58914.59,546,Regular,Telemarketing,3,19-01-2024,14,Activo
3517,DNI,81882649,Daniela,Laime,Rojas,1987/12/01,37,fem,Divorciado,Universitario,Independiente,Comercio,Wanchaq,Cusco,Sur,,1937.84,36315.19,444,Regular,Telemarketing,135,2013-11-18,17,Activo
3518,DNI,40943089,Roberto,Herrera,Ramos,1999/05/05,25,M,Conviviente,Técnico,Empleado Privado,Educación,Arequipa,Arequipa,Sur,,669.33,24811.23,379,Regular,Telemarketing,78,26/07/2018,7,Activo
3519,DNI,6957071,Héctor,Martínez,Castillo,1970-08-09,54,M,Soltero,Universitario,Independiente,Comercio,El Tambo,Junín,Centro,881.21,362.3,50676.0,517,Regular,Telemarketing,103,2016/07/13,19,Activo
3520,DNI,51717118,Alejandro,Vargas,Rivera,1986/05/03,38,M,Casado,Secundaria,Independiente,Manufactura,San Juan de Lurigancho,Lima,Lima y Callao,2104.56,1287.3,50829.95,556,Regular,Campaña Institucional,107,2016/02/29,1,Activo
3521,DNI,95940874,Pablo,González,Reyes,1988-11-06,36,M,Casado,Secundaria,Empresario,Manufactura,Santiago de Surco,Lima,Lima y Callao,7902.46,4640.44,373433.91,511,Regular,Agencia,6,2021-01-04,2,Activo
3522,DNI,20948461,César,Díaz,Rojas,1984/02/02,40,M,Divorciado,Universitario,Empleado Privado,Construcción,Chiclayo,Lambayeque,Norte,8859.14,6103.68,98595.48,418,Premium,Digital,155,2012/03/28,13,Activo
3523,DNI,18517530,Alejandro,Cusi,Chávez,1967/10/09,57,M,Conviviente,Universitario,Empleado Público,Salud,Miraflores,Lima,Lima y Callao,3055.45,1999.29,176978.57,505,Regular,Agencia,131,2014/03/23,3,Bloqueado
3524,DNI,25069832,Alejandro,Rojas,Cusi,1963-11-27,61,M,soltero ,Universitario,Empleado Público,Agricultura,Miraflores,Lima,Lima y Callao,1152.54,457.68,26070.08,503,Regular,Referido,33,2022/01/09,3,Activo
3525,DNI,4115166,Héctor,Álvarez,Choque,13/02/1997,27,M,Casado,Técnico,Independiente,Finanzas,Piura,Piura,Norte,2758.16,1828.79,33896.08,404,Regular,Agencia,143,2013/03/07,14,Activo
3526,DNI,99070773,Enrique, Sánchez ,Ramírez,18-08-1977,47,M,Soltero,Universitario,Empresario,Manufactura,Santiago de Surco,Lima,Lima y Callao,5323.07,2449.47,187306.73,494,Regular,Digital,116,2015/06/05,2,Inactivo
3527,DNI,84171932,Alejandro,Flores,Torres,1978-02-21,46,M,Conviviente,Secundaria,Pensionista,Salud,Chiclayo,Lambayeque,Norte,969.61,370.42,13681.7,431,Regular,Campaña Institucional,39,2021-10-12,12,Activo
3528,DNI,60714987,Isabel,Jiménez,Martínez,29-06-1949,75,F,Soltero,Técnico,Empleado Privado,Tecnología,Cusco,Cusco,Sur,2790.7,1591.04,88341.92,393,Regular,Referido,58,23/03/2020,16,Activo
3529,DNI,92993223,Rodrigo,Álvarez,Quispe,31-05-1993,31,M,Casado,Universitario,Independiente,Otro,Tarapoto,San Martín,Oriente,880.41,367.97,19972.73,513,Regular,Digital,54,2020/07/04,23,Activo
3530,DNI,68801099,David,Rodríguez,Castro,1979/06/02,45,M,Conviviente,Universitario,Empleado Privado,Manufactura,Arequipa,Arequipa,Sur,3555.74,2296.94,150173.34,474,Regular,Agencia,99,27-10-2016,7,Activo
3531,DNI,25972237,Gabriela,Herrera,García,1986-07-10,38,FEMENINO,Soltero,Universitario,Empleado Público,Agricultura,ChIcLaYo,LamBayEquE  ,Norte,1764.01,742.41,51619.9,496,Regular,Agencia,51,22-10-2020,13,Activo
3532,DNI,9133077,Gabriela,  Castillo,Cusi,1972/09/27,52,F,Soltero,Técnico,Empleado Privado,Construcción,Trujillo,La Libertad,Norte,3624.79,2171.27,109798.19,532,Regular,Digital,154,2012-04-26,10,Activo
3533,DNI,80257699,Marco,Jiménez,Cruz,1977-01-17,47,M,Casado,Técnico,Empresario,Finanzas,Lima,Lima,Lima y Callao,10120.64,6066.68,552818.01,546,Regular,Agencia,78,2018/07/08,5,Inactivo
3534,DNI,51895539,Miguel,Rodríguez,Cusi,1978/03/12,46,M,Viudo,Técnico,Empleado Público,Manufactura,Huancayo,Junín,Centro,3497.71,1661.86,112419.79,479,Regular,Agencia,179,2010-04-02,18,Activo
3535,Pasaporte,559794223,Isabel,Herrera,Rivera,13-11-1993,31,F,Divorciado,Secundaria,Empleado Privado,Construcción,Tarapoto,San Martín,Oriente,1443.05,949.83,17329.31,479,Regular,Agencia,21,2020-10-29,23,Activo
3536,DNI,60356619,Isabel,Cusi,Reyes,27-06-2004,20,F,casado,Universitario,Empleado Privado,Finanzas,Tarapoto,San Martín,Oriente,2990.64,1725.23,88058.69,449,Regular,Agencia,71,2019-02-20,23,Inactivo
3537,DNI,32586637,Pablo,Castillo,Quispe,1970-01-12,55,M,Soltero,Secundaria,Empleado Público,Finanzas,El Tambo,Junín,Centro,1771.63,1219.79,68923.73,514,Regular,Referido,25,26/04/2022,19,Activo
3538,DNI,97130271,Patricia,Castro,Álvarez,1969-01-21,55,FEMENINO,Casado,Secundaria,Empleado Público,Manufactura,Huancayo,Junín,Centro,4030.62,2726.14,131588.32,493,Regular,Agencia,35,2022-02-09,18,Activo
3539,DNI,60021912,Diego,Díaz,Álvarez,1980/09/08,44,M,Casado,Universitario,Empleado Público,Servicios,Trujillo,la libertad,Norte,2409.79,1554.44,79648.92,531,Regular,Digital,42,19/07/2021,10,Activo
3540,DNI,48487415,Rodrigo,Quispe,Álvarez,19-04-1986,38,M,Soltero,Secundaria,Empleado Público,Manufactura,Lima,Lima,Lima y Callao,3416.15,1577.92,133949.46,399,Regular,Agencia,51,2020-10-03,5,Activo
3541,DNI,36694718,Marco,Apaza,Apaza,28/12/1988,36,M,Viudo,Postgrado,Independiente,Agricultura,Cusco,Cusco,Sur,3045.8,1240.49,179679.27,505,Regular,Digital,78,21/07/2018,16,Activo
3542,DNI,55605923,Marco,Quispe,Flores,18-07-1966,58,M,Soltero,Postgrado,Empleado Público,Construcción,Víctor Larco Herrera,La Libertad,Norte,3820.7,2669.57,175230.26,518,Regular,Agencia,176,26-06-2010,11,Activo
3543,DNI,85034135,Rosa,Cruz,rodríguez,16/06/1967,57,F,Casado,Técnico,Empleado Público,Comercio,Chimbote,Ancash,Centro,1766.05,1212.76,23571.98,580,Regular,Telemarketing,47,2020-03-07,21,Activo
3544,DNI,81329911,Andrés,Rivera,Herrera,21/01/1961,63,M,Conviviente,Universitario,Independiente,Tecnología,Cusco,Cusco,Sur,6327.02,3517.01,177147.97,528,PREMIUM,Telemarketing,10,2020/11/10,16,Activo
3545,DNI,98659898,Alejandra,Cusi,Ramos,1986/12/10,38,F,Divorciado,Universitario,Empleado Público,Finanzas,Yanahuara,Arequipa,Sur,1110.18,763.31,16959.1,516,Regular,Telemarketing,72,2019-01-08,8,Activo
3546,DNI,30733599,David,Apaza,Gómez,1996-08-23,28,M,Casado,Técnico,Independiente,Otro,San Juan de Lurigancho,Lima,Lima y Callao,1196.52,576.26,30252.47,398,Regular,Telemarketing,49,2020/12/02,1,Activo
3547,DNI,82410420,Diana,Gómez,Jiménez,28-09-1988,36,F,Casado,secundaria,Empleado Público,Otro,Trujillo,La Libertad,Norte,1991.77,1166.24,107032.9,513,Regular,Agencia,134,2013/12/25,10,Bloqueado
3548,DNI,64493229,Cecilia,Cruz,Cruz,1990-03-18,34,F,Viudo,Secundaria,Empleado Privado,Otro,Cusco,Cusco,Sur,4566.99,2817.71,186523.18,468,Regular,Telemarketing,90,19/07/2017,16,Activo
3549,DNI,94406372,Fernando,Flores,Choque,1992/03/05,32,M,Soltero,Universitario,Empleado Privado,Educación,El Tambo,Junín,Centro,2947.92,1849.68,29590.33,581,Regular,Digital,144,2013-02-15,19,Activo
3550,DNI,97169917,Rosa,Herrera,Gómez,1978/03/31,46,F,Conviviente,Técnico,Empleado Privado,Agricultura,WANCHAQ,Cusco,Sur,2447.72,1142.48,74728.78,409,Regular,Referido,42,2021/07/09,17,Activo
3551,DNI,91144342,Miguel,Herrera,González,1985/12/06,39,M,Soltero,Universitario,Independiente,Servicios,Cajamarca,Cajamarca,Norte,2686.38,1047.36,32698.07,462,Regular,Telemarketing,86,21-11-2017,24,Activo
3552,DNI,61911294,David,Ramos,Medina,28-06-2002,22,M,Casado,Universitario,Empleado Privado,Comercio,Wanchaq,Cusco,Sur,1579.56,608.43,28669.36,536,Regular,Agencia,118,13/04/2015,17,Activo
3553,DNI,73381745,Jorge,Ramos,Torres,1965-03-07,59,M,Soltero,Universitario,Pensionista,Transporte,Chiclayo,Lambayeque,Norte,850.0,559.01,43970.23,547,Regular,Digital,8,28-10-2020,12,Inactivo
3554,DNI,37265683,Diego,Romero,Quispe,1997/03/30,27,M,Casado,Universitario,Independiente,Comercio,Wanchaq,Cusco,Sur,5524.13,2446.61,64946.29,485,Regular,Agencia,99,30-10-2016,17,Activo
3555,DNI,50214217,David,Jiménez,González,1971/07/31,53,mas,Soltero,Universitario,Empleado Privado,Tecnología,Cajamarca,Cajamarca,Norte,1308.95,894.04,47338.44,539,Regular,Telemarketing,38,2021/11/03,24,Inactivo
3556,DNI,90712230,Enrique,Romero,Ramírez,26-10-1983,41,M,Soltero,técnico,,Otro,Trujillo,La Libertad,Norte,4327.95,2352.11,78866.24,540,Regular,,66,2019/07/08,10,Activo
3557,CE,137488705,Patricia,Cruz,Flores,19/08/1982,46,F,Casado,Universitario,Empresario,Tecnología,La Esperanza,La Libertad,Norte,3999.76,2338.62,88931.39,553,Regular,Agencia,72,31/01/2019,9,Activo
3558,DNI,23321532,Valeria,Flores,Laime,13/02/1983,41,F,CASADO,Universitario,Empresario,Manufactura,El Tambo,Junín,Centro,3371.84,1611.84,67267.09,457,Regular,Agencia,180,2010/03/02,19,Activo
3559,DNI,87211384,José,Sánchez,Medina,2000-10-11,24,M,Casado,Universitario,Empleado Público,Agricultura,Santiago de Surco,Lima,Lima y Callao,1485.89,700.93,88713.6,539,Regular,Agencia,151,21/07/2012,2,Activo
3560,DNI,95536315,Eduardo,Díaz,García,27/01/1980,44,M,Conviviente,Universitario,Empresario,Salud,Yanahuara,Arequipa,Sur,4237.23,1681.97,198910.46,558,Regular,Digital,132,2014-02-06,8,Activo
3561,DNI,60635999,Claudia,Choque,Cusi,1992-07-19,32,F,Casado,Universitario,Empleado Público,Salud,San Juan de Lurigancho,Lima,Lima y Callao,2026.06,853.2,118672.89,482,Regular,Digital,53,2020/08/18,1,Activo
3562,DNI,22965221,Miguel,Quispe,Castillo,21/12/1973,51,M,Divorciado,Postgrado,Empresario,Tecnología,Víctor Larco Herrera,La Libertad,Norte,2378.22,979.05,58669.19,474,regular,Referido,35,16-11-2020,11,Activo
3563,DNI,60625361,Luis,Díaz,Cruz,17-08-2002,22,M,Conviviente,Universitario,Empleado Privado,Servicios,Tarapoto,San Martín,Oriente,2122.58,880.65,83170.28,523,Regular,Telemarketing,97,2016-12-19,23,Activo
3564,DNI,32076257,Alejandro,Medina,Huanca,14/05/1989,35,M,Soltero,Técnico,Empleado Público,Transporte,Santiago de Surco,Lima,Lima y Callao,1629.01,657.82,86812.67,543,Regular,Digital,175,30/07/2010,2,Inactivo
3565,DNI,3667580,Fabiola,Pérez,Rojas,1970-03-07,54,F,Casado,Secundaria,Empleado Privado,Salud,San Juan de Lurigancho,Lima,Lima y Callao,2972.66,1646.79,47089.3,544,Regular,Agencia,159,2011/12/08,1,Activo
3566,DNI,58685873,Alejandra,Reyes,González,1995/01/13,29,F,Casado,Técnico,Empleado Privado,Agricultura,Víctor Larco Herrera,La Libertad,Norte,5114.31,2795.35,204823.27,591,PREMIUM,Telemarketing,121,14/01/2015,11,Activo
3567,DNI,11968621,Alejandra,Flores,Díaz,1976/09/06,48,F,Soltero,Postgrado,Independiente,Salud,Arequipa,Arequipa,Sur,850.0,529.3,13296.78,462,Regular,Agencia,148,2012/10/16,7,Activo
3568,DNI,18269549,César,Gómez,Martínez,1975-07-04,49,M,Conviviente,,Empleado Público,Comercio,Arequipa,Arequipa,Sur,1877.26,1240.95,79411.14,587,Regular,Telemarketing,144,2013-02-23,7,Activo
3569,DNI,30297399,María,Sánchez,Gómez,26-11-1975,49,F,Casado,Universitario,Pensionista,Construcción,Chimbote,Ancash,Centro,850.0,476.21,46402.33,496,Regular,Referido,75,2018/10/22,21,Activo
3570,DNI,84005156,Fernando,Cruz,Rivera,1999/12/02,27,M,Soltero,Técnico,Empleado Privado,Servicios,Iquitos,Loreto,Oriente,2383.16,1307.72,122641.1,440,Regular,Referido,11,2024/01/23,22,Bloqueado
3571,DNI,42289951,Víctor,Ramos,Laime,1968/11/04,56,M,Casado,Universitario,Independiente,Agricultura,Arequipa,Arequipa,Sur,11344.65,6853.67,130472.25,447,Regular,Agencia,168,14/03/2011,7,Activo
3572,DNI,55699033,Mónica,Castillo,GaRcÍa ,2004-01-08,20,F,Casado,Técnico,Independiente,Transporte,Tarapoto,San Martín,Oriente,1636.88,990.04,38118.03,369,regular ,Agencia,171,2010-12-06,23,Activo
3573,DNI,99960432,Ricardo,Ramos,Quispe,1982-03-15,42,M,Soltero,Técnico,Empleado Público,Servicios,Lima,Lima,Lima y Callao,2847.12,1463.63,116912.0,590,Regular,Agencia,122,2014/12/18,5,Inactivo
3574,DNI,72417490,Carlos,Gutiérrez,Reyes,14/05/1980,44,M,Casado,Postgrado,Independiente,Tecnología,Huancayo,Junín,Centro,2067.96,1290.56,19308.79,381,Regular,Agencia,73,2018/12/27,18,Activo
3575,Pasaporte,517778425,Paola,Torres,Álvarez,1982/08/17,42,F,Soltero,Universitario,Empleado Privado,Servicios,Cusco,Cusco,Sur,2951.69,1740.0,137688.47,524,regular,Digital,65,23/08/2019,16,Activo
3576,DNI,75316279,Rocío,Romero,González,1991/12/06,33,F,Casado,Técnico,Independiente,Educación,La Esperanza,La Libertad,Norte,1602.52,1058.94,81018.3,391,Regular,Telemarketing,171,30/11/2010,9,Activo
3577,DNI,47536668,Daniela,Pérez,Castillo,2004/08/12,20,F,Casado,secundaria,Empleado Privado,Tecnología,Pisco,Ica,Sur,1363.65,863.69,21631.85,366,REGULAR,Telemarketing,39,2021/09/20,20,Activo
3578,DNI,95839821,Marco,Herrera,Vargas,1978-08-26,46,M,Conviviente,Técnico,Empleado Público,Finanzas,Cajamarca,Cajamarca,Norte,1767.09,713.13,24452.33,482,Regular,Telemarketing,125,2014/09/01,24,Activo
3579,CE,364493747,Jorge,Jiménez,Rojas,1994/05/29,30,M,Casado,Universitario,Empleado Privado,Tecnología,Víctor Larco Herrera,La Libertad,Norte,850.0,593.53,29193.86,549,Regular,Telemarketing,71,2019-02-11,11,Activo
3580,DNI,69715762,Diana,Castro,Cusi,1995/04/03,29,F,Conviviente,Postgrado,Independiente,Agricultura,Cajamarca,Cajamarca,Norte,1575.17,857.4,91324.62,386,Regular,Digital,70,2019/03/07,24,Activo
3581,DNI,80936766,Fernando,Castillo,Pérez,1966-04-21,60,M,Soltero,Técnico,Empleado Público,Comercio,Sullana,Piura,Norte,2420.92,1473.35,118159.32,478,Regular,Digital,126,2014-07-31,15,Activo
3582,DNI,62444009,Miguel,Morales,Martínez,1987/10/20,37,M,Soltero,Técnico,Empleado Privado,Construcción,Víctor Larco Herrera,La Libertad,Norte,6342.09,4340.51,313349.44,484,Regular,Agencia,9,2021-08-26,11,Activo
3583,DNI,8230067,Marco,Cruz,López,1985-07-14,39,M,CASADO,Secundaria,Empleado Público,Tecnología,Iquitos,Loreto,Oriente,1415.09,803.35,80828.98,397,Regular,Agencia,6,19/06/2020,22,Activo
3584,DNI,59701190,Valeria,Castillo,Medina,1984-09-03,40,F,Casado,Universitario,Empresario,Agricultura,Huancayo,Junín,Centro,6867.2,2928.13,55431.31,574,Regular,Campaña Institucional,30,2021-06-16,18,Activo
3585,DNI,81202725,Fabiola,Martínez,Jiménez,2004-11-22,20,F,Viudo,Universitario,Estudiante,Servicios,Wanchaq,Cusco,Sur,,464.52,29653.26,419,Regular,Digital,130,2014-04-24,17,Activo
3586,DNI,15529742,Óscar,Castillo,MaRtÍnEz,19-06-1983,41,M,Casado,Técnico,Empleado Privado,Salud,Los Olivos,Lima,Lima y Callao,2629.02,1371.52,46936.04,480,Regular,Agencia,59,2020-02-21,4,Activo
3587,DNI,97079472,Fernando,Díaz,Medina,1978/04/01,46,M,Conviviente,Técnico,Empleado Privado,Construcción,Cajamarca,Cajamarca,Norte,1868.13,1177.21,58309.15,544,Regular,Digital,16,17-06-2021,24,Activo
3588,DNI,84311240,Rodrigo,Martínez,Cusi,29-06-1977,47,M,Casado,,Empleado Privado,Tecnología,Tarapoto,San Martín,Oriente,2519.34,1456.95,85318.81,583,Regular,Campaña Institucional,102,28/07/2016,23,Inactivo
3589,DNI,85356423,Adriana,García,OrTiZ ,1964/09/12,60,F,SOLTERO,Universitario,Empleado Público,Agricultura,Cusco,Cusco,Sur,3482.41,1914.22,129909.02,370,Regular,Agencia,5,13-03-2020,16,Activo
3590,DNI,98607863,Cecilia,Morales,Ramos,1964/06/26,60,F,Conviviente,Universitario,Independiente,Construcción,Iquitos,Loreto,Oriente,4622.32,1873.3,39300.16,629,Regular,Agencia,140,2013-06-06,22,Activo
3591,DNI,16061403,Adriana,Flores,Medina,1968/04/07,56,F,Conviviente,,Empleado Privado,Finanzas,Wanchaq,Cusco,Sur,6935.89,4664.48,296900.44,566,Regular,Referido,61,13-12-2019,17,Activo
3592,DNI,14506453,Víctor,MamAni,Chávez,1966/06/19,58,M,Soltero,Universitario,Independiente,Finanzas,Huancayo,Junín,Centro,10559.54,5240.97,237522.59,540,Premium,Referido,50,25-10-2020,18,Activo
3593,CE,646848085,Patricia,Gutiérrez,García,15/11/2001,23,F,Conviviente,secundaria ,Empleado Privado,Construcción,Víctor Larco Herrera,La Libertad,Norte,2090.89,1438.09,111471.28,480,Regular,Digital,154,2012-04-12,11,Activo
3594,DNI,95511406,Marco,Díaz,Flores,1982-09-19,42,M,Casado,Postgrado,Empleado Público,Agricultura,Wanchaq,Cusco,Sur,1281.6,554.77,53726.65,415,Regular,Referido,165,2011/06/08,17,Activo
3595,CE,201116282,María,Medina,Mamani,1991/03/10,33,F,Conviviente,Secundaria,Empleado Privado,Transporte,El Tambo,Junín,Centro,3974.84,2397.53,203459.9,564,Regular,Agencia,157,2012-02-06,19,Activo
3596,DNI,97049221,Víctor,García,Cruz,1972/03/22,52,M,Soltero,Universitario,Estudiante,Transporte,Sullana,Piura,Norte,1049.67,671.82,45309.44,495,regular ,Digital,3,2023/05/24,15,Activo
3597,DNI,83599447,Héctor,Laime,Mamani,2003-01-16,21,M,Soltero,Técnico,Empleado Privado,Construcción, CusCo ,cusco ,Sur,1907.61,826.32,101322.75,441,Regular,Referido,172,14/11/2010,16,Activo
3598,DNI,58471634,Iván,Álvarez,Herrera,1988-01-17,36,M,Soltero,Técnico,Empresario,Manufactura,LOS OLIVOS,Lima,Lima y Callao,5657.77,2159.79,212767.86,529,Regular,Campaña Institucional,158,2011/12/31,4,Activo
3599,DNI,27091760,Patricia,Ramos,MarTínEz  ,1978/10/02,48,F,Soltero,Postgrado,Empleado Público,Agricultura,Cayma,Arequipa,Sur,2030.96,1397.09,29282.37,417,Regular,Agencia,121,2015-01-03,6,Activo
3600,DNI,10062916,Enrique,Vargas,Castro,1988/04/03,36,M,Casado,Técnico,Estudiante,Comercio,Chiclayo,Lambayeque,Norte,850.0,448.0,47791.44,542,Regular,Digital,88,2017-10-04,12,Activo
3601,DNI,47640038,César,Choque,Ramírez,1989/07/12,35,M,Soltero,Secundaria,Empleado Privado,Comercio,Santiago de Surco,Lima,Lima y Callao,3485.17,1539.97,81542.95,495,Regular,Agencia,22,2022-04-19,2,Activo
3602,DNI,96827347,Gabriela,Ortiz,Díaz,19-09-1982,42,F,Soltero,Secundaria,Pensionista,Agricultura,Chiclayo,Lambayeque,Norte,-1520.36,1047.92,78799.63,449,Regular,Digital,108,2016/02/01,12,Bloqueado
3603,DNI,6728236,Fabiola,Huanca,Apaza,1989/03/26,35,F,Soltero,Técnico,Empleado Público,Transporte,Santiago de Surco,Lima,Lima y Callao,1988.71,1256.67,29491.65,461,Regular,Campaña Institucional,87,2017/10/13,2,Activo
3604,DNI,2874892,Luis,Apaza,Álvarez,1976-11-03,48,M,CASADO,Secundaria,Empresario,Servicios,Tarapoto,San Martín,Oriente,3908.95,2300.38,223007.76,532,Regular,Referido,123,31-10-2014,23,Activo
3605,DNI,33517496,Fabiola,Quispe,LAIME ,1975-03-04,51,F,Casado,Universitario,Independiente,Tecnología,Piura,Piura,Norte,2669.56,-1095.44,54728.02,460,Regular,Agencia,162,2011-08-31,14,Activo
3606,DNI,61724053,Víctor,Chávez,Quispe,1987/11/18,37,M,Casado,Técnico,Empleado Privado,Construcción,Pisco,Ica,Sur,2875.2,2011.48,121548.35,492,Regular,Digital,96,2017/02/09,20,Activo
3607,CE,711539573,Enrique,Díaz,Medina,1983-11-22,41,M,Casado,Postgrado,Empleado Privado,Manufactura,Trujillo,La Libertad,Norte,6631.36,2978.58,274672.28,440,Regular,Agencia,137,2013/09/07,10,Inactivo
3608,DNI,75526354,Marco,Medina,Rivera,19-03-1983,41,M ,Soltero,Universitario,Empleado Privado,Salud,Santiago de Surco,Lima,Lima y Callao,1287.0,687.48,50720.51,504,Regular,Referido,20,2023-04-17,2,Activo
3609,DNI,57159669,Claudia,Álvarez,Morales,1996-10-12,28,F,Casado,Universitario,Estudiante,Finanzas,Chimbote,Ancash,Centro,850.0,486.28,47075.94,443,Regular,Digital,169,21/01/2011,21,Activo
3610,DNI,56306906,Luis,Rojas,Sánchez,13/05/1979,45,M,Casado,Universitario,Empleado Privado,Educación,La Esperanza,La Libertad,Norte,,968.92,118092.08,459,Regular,Digital,126,2014/08/23,9,Activo
3611,DNI,61234611,Jorge,Choque,Apaza,26/05/1965,59,M,casado,Técnico,Pensionista,Manufactura,Wanchaq, Cusco,Sur,1325.39,680.91,36724.29,480,Regular,Digital,61,2019-12-18,17,Activo
3612,DNI,81869559,Cecilia,Jiménez,Apaza,13-02-1986,38,F,Casado,Técnico,Empleado Privado,Servicios,El Tambo,Junín,Centro,6287.97,3519.1,330988.2,476,Premium,Telemarketing,69,20-04-2019,19,Activo
3613,DNI,30827363,Adriana,Pérez,Gutiérrez,24-03-1991,33,F,Casado,Técnico,Empleado Privado,Educación,Lima,Lima,Lima y Callao,1884.41,1047.2,73677.51,1200,Regular,Digital,17,2023-08-04,5,Activo
3614,DNI,50446567,Daniela,Ortiz,Gómez,1990/12/24,34,f,Soltero,,Independiente,Construcción,Lima,Lima,Lima y Callao,894.45,605.52,32926.23,410,Regular,Referido,42,2021-07-06,5,Activo
3615,Pasaporte,584914416,Elena,Choque,Condori,1992-01-11,32,F,Casado,Postgrado,Empresario,Comercio,Iquitos,Loreto,Oriente,7560.18,4740.3,410118.44,482,Premium,Agencia,19,14/11/2022,22,Activo
3616,DNI,44900915,Rodrigo,Gutiérrez,Laime,24/04/1985,39,M,Conviviente,Técnico,Pensionista,Construcción,Wanchaq,Cusco,Sur,1701.96,830.98,32690.68,553,Regular,Agencia,53,20-04-2020,17,Activo
3617,DNI,53401074,Enrique,Rivera,Reyes,1986-01-31,38,M,Casado,Universitario,Pensionista,Construcción,Wanchaq,Cusco,Sur,850.0,324.16,18964.29,431,Regular,Referido,119,2015-03-15,17,Activo
